"id"	"name"	"POIconv"	"mass"	"Cx"	"Cy"	"Cz"	"Ixx"	"Iyy"	"Izz"	"Ixy"	"Ixz"	"Iyz"	"Ipoint"	"σ_mass"	"σ_Cx"	"σ_Cy"	"σ_Cz"	"σ_Ixx"	"σ_Iyy"	"σ_Izz"	"σ_Ixy"	"σ_Ixz"	"σ_Iyz"
"C.1.1.4.5.4.4.4"	"Part 730"	"-"	0.642283992950805	88.6183924973011	93.8480232376605	-79.8215403221548	0.785537513826857	0.717781080741541	0.734744266274549	0.000280286806408252	-0.00341587887336773	-0.0118153947300971	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.1.1"	"Part 731"	"+"	0.94498285589926	64.1185949090868	22.0301738474518	-17.6922353450209	1.11388143270561	1.12322191788971	1.17699402105967	-0.033498864884568	-0.0128957043858929	0.0434549125463381	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.1.2"	"Part 732"	"+"	0.157886857603444	98.7279620021582	82.2715604212135	80.1992138847709	0.202393921605945	0.209577946434375	0.211741363875852	-0.00520221057168562	0.000507836401291297	0.00556278101953659	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.1.3"	"Part 733"	"-"	0.696815715417499	5.43056488968432	71.1002443917096	-25.803524395451	0.885787567198312	0.906186696923524	0.643077293150763	-0.00715221281280245	-0.000718205408594987	0.00104668834173967	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.2.1"	"Part 734"	"-"	0.278554549278459	-95.7237103022635	0.890222936868668	-38.3349784649908	0.372451326756775	0.379476272935724	0.381956690574734	-0.00533292489085973	0.00178248750124592	0.000712162497457528	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.2.2"	"Part 735"	"-"	0.672779532153159	90.0919417385012	-77.5141429621726	-10.50442783162	0.80397536329032	0.742386421608497	0.673753174074464	-0.0275604448769	-0.0440279742756331	-0.106596729670642	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.3.1"	"Part 736"	"+"	0.39367925527133	-91.5496769826859	76.5662941616029	-87.9065223038197	0.549768597722525	0.522953526863802	0.556823990747647	-0.00286733633701881	-0.00237540567340495	0.00318505160279514	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.3.2"	"Part 737"	"-"	0.0426930419157725	-35.0820949301124	28.6237644031644	74.087633844465	0.0443271697183375	0.0445462324114494	0.040068235539341	-0.000858974539458688	-0.00154542250638844	-1.34282768232151e-05	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.3.3"	"Part 738"	"+"	0.318518193890806	63.7785161379725	-8.16730502992868	-9.68329729512334	0.351514935329115	0.456303283675787	0.380553137710492	0.0170804481337474	0.00268443839914202	0.0064614882539417	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.1.3.4"	"Part 739"	"-"	0.0898006590064615	-56.2580021098256	-28.3603544346988	14.6105458959937	0.120010075664414	0.114985910388777	0.120422045650456	-0.00297568467467017	0.00655049091704582	-0.000598766115624179	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.2.1.1"	"Part 740"	"-"	0.928193653380731	54.4591411948204	31.6782786510885	-10.2038515731692	1.08307993374728	1.07254007951832	1.11796582665136	0.0398367502791135	-0.0109056471308434	0.00996955685945697	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.2.1.2"	"Part 741"	"+"	0.264611836927943	-53.5562944598496	53.606771863997	-34.7690121736377	0.321269713622852	0.303134103328426	0.328332633829061	0.00389042753493365	0.00151580514326878	-0.000729263953960447	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.2.1.3"	"Part 742"	"+"	0.520388132721186	-8.87788822874427	-88.540817424655	20.986402919516	0.554694697704633	0.633180173117473	0.669590865929681	0.0863910925826951	0.00132686022436829	-0.00493128946771816	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.2.1.4"	"Part 743"	"+"	0.973300382209476	-27.8389159590006	-12.9344098269939	-64.7483197972178	1.24157257109078	1.19274038115001	1.27110657989843	0.0232633187276498	0.0733293612654352	-0.0267794939704685	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.2.2.1"	"Part 744"	"+"	0.493803764355835	19.0640246495605	-44.9935472104698	91.6180829051882	0.608644113351128	0.614841255295319	0.544825903332335	0.00387249708206916	-0.0148246563446386	0.062230823599141	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.2.2.2"	"Part 745"	"-"	0.853431522835279	85.784357227385	23.127159755677	-70.1707984320819	1.21870512043819	1.22845850910796	1.14121049142156	-0.0784366418082046	-0.0510585427694326	-0.0166630205493182	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.2.3.1"	"Part 746"	"+"	0.307631065744907	62.7553499303758	42.2618282027543	-35.8816890046	0.371871296894094	0.394139085687525	0.366050382510464	0.00826980673080887	-0.00630276313971308	-0.00345869210470805	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.2.3.2"	"Part 747"	"-"	0.600933200806845	38.3007268887013	-87.4430338852108	-54.2275904677808	0.726345737952144	0.67009811427133	0.673675020296508	0.0397314523520832	-0.0470481275162326	0.0770031479701949	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.1.1"	"Part 748"	"-"	0.531568884437904	70.4867836087942	-30.2299050614238	15.4460327234119	0.689509832732638	0.702420073162111	0.709390646947962	-0.0377865905445917	-0.032252263941974	-0.0267414264407359	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.1.2"	"Part 749"	"-"	0.450261494232342	-31.6597962286323	-48.1099523603916	-43.8959703315049	0.462418028783222	0.581250375642929	0.589504274954666	-0.0249899391808553	0.0344432452515003	0.0318503198419328	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.1.3"	"Part 750"	"+"	0.640493269373197	-29.9669089727104	-31.2338051386178	87.0458421297371	0.8425827887532	0.750084434030175	0.720533036350502	0.0378495090682578	0.021794858536768	0.0190557383690606	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.1.4"	"Part 751"	"-"	0.392898716788506	75.1771232113242	-8.2569875754416	-16.8146937619895	0.497594941478284	0.516756911758123	0.554150985050759	-0.0136342571674585	0.00530393894620386	0.0155517603430001	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.2.1"	"Part 752"	"-"	0.520365953589324	-21.118968911469	26.2475699651986	57.654797937721	0.618121079229927	0.632152699529186	0.676237083312012	-0.00719637389363086	-0.00185013746953977	0.00160635917360466	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.2.2"	"Part 753"	"+"	0.91137411010568	86.1493016127497	-92.5551482941955	-64.6526388358325	1.2495748466672	1.2342838195021	1.19076192988944	0.0241658738082287	0.0513859056888712	0.0480791782158332	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.2.3"	"Part 754"	"-"	0.204397284228588	20.47912129201	-43.1915781460702	-99.5328532066196	0.244612831328169	0.257989796026375	0.278969567215672	-0.0175296382292196	0.0173964965231581	0.0117038826484996	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.2.4"	"Part 755"	"+"	0.917753272830509	63.8447635807097	31.4717981033027	-36.4113139454275	1.17616885051084	0.956736985727311	1.03493643570041	0.0570667277885712	-0.0352376212934396	-0.14009817564436	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.3.2.5"	"Part 756"	"+"	0.345749520047568	-74.4212223216891	-80.3524698130786	-5.36535903811455	0.502727024561135	0.493961061328873	0.506622030211708	-0.0113597342824993	0.00057125951567532	0.00953093607751634	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.1.1"	"Part 757"	"+"	0.189755266320659	-48.4160945750773	-16.7812079191208	-56.9182821549475	0.222975297512971	0.270354091963782	0.232296245342766	0.0190299991421412	0.00157733081961454	0.0157195303522629	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.1.2"	"Part 758"	"+"	0.270930320698302	11.9134366046637	-56.6270481795073	-4.69665070995688	0.349822130256672	0.290126992209694	0.354369409481394	-0.0241663988508132	-0.0028078476704527	0.00528256565928269	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.1.3"	"Part 759"	"-"	0.107907596752048	22.6001015398651	-93.9536550082266	82.2128099389374	0.157186236810699	0.156563778299367	0.137319285019489	-8.353003965053e-05	9.07541494097505e-05	4.10776171266001e-05	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.1.4"	"Part 760"	"+"	0.0181961089000106	-39.2961292527616	-98.584345402196	-59.0543831698596	0.0229702591961831	0.0237061949909828	0.0232438410378396	-0.000829566767621686	-0.000642721674375491	-0.00105012696074601	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.1.5"	"Part 761"	"-"	0.388293098897208	-32.0682804100215	-97.1182203385979	-34.595501050353	0.579229792862992	0.572161910618212	0.577169622213279	0.0212242858100818	-0.023635875331611	-0.0235875517482405	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.2.1"	"Part 762"	"+"	0.900822867390234	-99.1507986094803	29.7135969158262	33.9783118106425	1.19846097207704	1.22980262338015	1.38794604143769	-0.0257559397157689	0.0636469049178085	0.00172365172983706	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.2.2"	"Part 763"	"-"	0.0974088267076295	6.25486713834107	-36.1020473297685	-71.467005694285	0.144242080840933	0.147928971005863	0.157414953161407	-0.00103531754687762	-0.00126253692624965	-0.00178804411754712	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.2.3"	"Part 764"	"-"	0.400340327010723	88.2064649369568	-21.4230499230325	-32.8394974581897	0.492837081045115	0.553622921449249	0.497337329943163	-0.0107155035963657	0.00207989906267819	-0.0167575446053732	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.2.4"	"Part 765"	"-"	0.621189518188592	41.9357277452946	-37.3205558862537	90.3851591050625	0.689216283411432	0.674201759782867	0.675759457296895	0.0711790393773967	-0.0513964828037815	0.0607823414963319	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.4.2.5"	"Part 766"	"+"	0.0443174085137434	-78.7160291802138	79.9618779681623	67.327992990613	0.0586477811757013	0.0501250135327034	0.0500005300113465	-0.00288349512705487	0.00107750148626683	0.0032580726801986	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.1.1"	"Part 767"	"+"	0.68482659698301	85.7079564128071	-38.2245780434459	-1.79307768121362	0.74414155348796	0.83905617931327	0.7920201055637	0.0939494672689354	-0.00197347253285574	-0.00621973517666819	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.1.2"	"Part 768"	"-"	0.599802601685049	86.9289136026055	54.2267927899957	64.406242640689	0.825392257774635	0.870604491257866	0.885177677944132	0.00440515077885234	-0.013749031314541	0.00332663997660724	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.1.3"	"Part 769"	"+"	0.901071463746019	-17.1154480427504	65.2036524377763	66.4651544298977	1.01627358683627	0.96368141929529	1.11394946710857	-0.000943328739301156	-0.0666101127429296	-0.0159495573028977	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.1.4"	"Part 770"	"-"	0.788163034846308	-0.0409169122576714	-93.8486204482615	88.1830542813987	0.951926121376538	0.95819871141213	0.793688035594578	-0.0104642424500839	-0.011580720557822	-0.0267471426073426	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.2.1"	"Part 771"	"+"	0.0612907589534298	75.3506283275783	95.0101767200977	85.6348771136254	0.0834832117902489	0.0729388706916401	0.0625103559703006	-0.00186971047201314	5.0084769372871e-06	-0.00187964728900655	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.2.2"	"Part 772"	"-"	0.63943874415732	-70.3475873917341	59.8253577481955	-3.70552181266248	0.888131020837363	0.802340291963166	0.845848296714755	-0.0220762979172043	0.0122369513489233	0.0313822117391301	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.2.3"	"Part 773"	"+"	0.653259049582761	-13.7918112799525	70.7609583623707	-30.4662251379341	0.837560716698863	0.85011332634436	0.859087936544577	0.00772121578890534	-0.0015874647237521	-0.000112447438380196	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.3.1"	"Part 774"	"+"	0.81001581290341	65.7353589776903	-50.6206665653735	-81.2492788769305	1.00717133803429	1.08778311193837	1.00194764746127	0.0324804450643623	0.017847457812162	-0.0392545679576571	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.3.2"	"Part 775"	"+"	0.374121239554836	-68.1784841697663	-51.4414827339351	88.2038176525384	0.436287026126979	0.419442270248315	0.40086062078734	-0.00646134490430316	0.0284726694092047	-0.0269606162640181	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.3.3"	"Part 776"	"+"	0.0484612843913492	-40.1389552745968	90.9729106351733	31.1686861328781	0.0628401180705563	0.0647645374468825	0.0639247879872971	0.00445952199325719	0.00483329521868173	-0.00109971909042694	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.1.5.3.4"	"Part 777"	"-"	0.109263511049328	-48.2846520841122	-76.9828327931464	78.7876670714468	0.150410727048086	0.157797990328139	0.141501110803218	0.00286031929432664	-0.0039870613793362	0.000892855578080817	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.1.1.1"	"Part 778"	"-"	0.133000434432644	-59.2527651693672	14.1853751149029	-55.4502819664776	0.168486010594656	0.168734672271362	0.130828973351397	-0.000338118408995832	0.000682982902185287	0.00171892970325075	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.1.1.2"	"Part 779"	"+"	0.716110599043081	-83.1310492940247	25.5503230728209	-12.2120809275657	0.848874986920138	0.858358668624036	0.786554249906737	0.0532562741539701	0.0245356251315357	-0.00709392764339887	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.1.1.3"	"Part 780"	"+"	0.767871942463331	-40.8965641167015	87.3222406487912	41.1890796385705	0.936320302497404	0.80968917232239	0.927876138004292	0.0236557189126205	0.0230809838391876	0.0841181725059786	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.1.2.1"	"Part 781"	"-"	0.381797521897359	-74.650774942711	45.3409067820758	-34.6222163643688	0.594844549144629	0.575667125934451	0.598174871937565	-0.00583110344902244	-0.00150157272374401	0.00131031553563144	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.1.2.2"	"Part 782"	"+"	0.219422348169144	19.3284296430647	45.3099619597197	-20.4149837605655	0.221607653807561	0.212271931295817	0.238609273647167	-0.0116269118425064	-0.00483464849616932	0.00731052622508066	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.1.2.3"	"Part 783"	"-"	0.498884610514622	-64.4408879801631	26.0442026425153	43.3110349811614	0.640492750414479	0.641846430898949	0.628619487455316	0.00239678069458128	-0.00788557244285239	-0.0071568437877427	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.1.2.4"	"Part 784"	"-"	0.791307903814828	73.8289915025234	10.9577491879463	74.6671884786338	0.92212897379934	0.877273139920602	0.808851508706699	-0.0109576555634328	0.00318344747210999	-0.0398985755701765	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.1.2.5"	"Part 785"	"-"	0.814983113648603	-95.1032590586692	-56.0032938141376	-26.6172080300748	1.01835575940918	0.972983601838721	0.928154114175409	0.0498016619996544	-0.0869530869785625	0.0675079417903174	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.2.1.1"	"Part 786"	"-"	0.451252596072154	58.883324963972	75.482696807012	-11.3362303003669	0.550008722804516	0.572136571745627	0.596844661225622	0.00212837041950426	0.0646511497022572	0.0438771301930249	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.2.1.2"	"Part 787"	"+"	0.548989570015343	47.8342340327799	-93.9852142240852	-82.5727551244199	0.767239943608263	0.774737603950953	0.768222740279087	-7.56467526715339e-05	0.000249195625945083	0.00407177761551696	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.2.1.3"	"Part 788"	"+"	0.707793292944552	-0.291629368439317	54.1029096581042	-12.913274159655	0.947335053151423	0.837349311101778	0.949227585587245	0.079242759368267	0.0617821659724136	-0.0703371647539721	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.2.2.1"	"Part 789"	"+"	0.874136105978629	28.2836176920682	55.4465014953166	0.950845563784242	1.35686720321645	1.0356436771995	1.07616871112122	0.0133007453360492	-0.00717575534887071	-0.00621006610515424	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.2.2.2"	"Part 790"	"+"	0.847217819262529	-43.3715621009469	-62.7075428143144	-35.6553642079234	0.834025769366309	0.877192093537158	0.931426743960715	-0.0263103843931176	0.0261951674180159	0.00702250345598484	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.3.1.1"	"Part 791"	"-"	0.352293729993748	-9.448835067451	-52.0586146041751	22.7973531465977	0.407200694597577	0.445874354866394	0.524898564719559	0.00135225256581383	-0.0342929807420572	0.0242917561066158	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.3.1.2"	"Part 792"	"+"	0.992669894378167	-11.2196586560458	34.8351378925145	-4.27376441657543	1.42050053449561	1.4128146093569	1.43540267531316	0.0220481740139511	0.0388158518596794	-0.0217363749855096	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.3.1.3"	"Part 793"	"+"	0.720164692397462	-51.2779525015503	-43.1887019891292	61.8633531965315	0.823919126593728	0.96328990676908	0.811113593591632	-0.0379327197853431	0.0193370542709155	-0.00445787207979919	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.3.1.4"	"Part 794"	"+"	0.77783298776648	-63.9103784691542	-68.9706022385508	-97.8901258669794	0.997634766616067	0.985832765699672	0.90690367553701	-0.0437590741961514	0.021656598778581	0.0206160737380726	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.3.2.1"	"Part 795"	"-"	0.0576469174348749	-76.9392838235945	-91.7620547581464	-59.2371415346861	0.078392570980085	0.069804661549429	0.0658290764526484	0.00256504542391357	0.00180394203918806	0.000242527094041722	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.3.2.2"	"Part 796"	"+"	0.912605622486444	95.1459213159978	32.7178378589451	-95.7241854164749	1.18845021685622	1.14158629853069	1.12468451068024	-0.0516003485179909	-0.00412216428420723	0.0133236513971299	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
"C.1.2.1.2.3.3.1"	"Part 797"	"-"	0.816379148277454	13.6339920107275	-69.9526922311634	-70.8278306294233	0.893013400468591	0.88862880162606	0.853758024389924	0.0288899821618776	-0.00358683815636157	-0.0613839579137867	FALSE	0.289220546600936	28.8332142065316	29.1637070837215	29.5945914710325	0.372229441260767	0.36942277459594	0.374164784864648	0.0219147131886038	0.0214698151227243	0.0224252422361279
